code;description;description_additional
9401/6;Astrocitoma anaplásico, metástasis;
9410/3;Astrocitoma protoplasmático;
9410/6;Astrocitoma protoplasmático, metástasis;
9411/3;Astrocitoma gemistocítico;Gemistocitoma (C71._)
9411/6;Astrocitoma gemistocítico, metástasis;
9412/1;Ganglioglioma infantil desmoplásico;Ganglioglioma infantil desmoplásico (C71._)
9413/0;Tumor neuroepitelial disembrioplásico;
9420/3;Astrocitoma fibrilar;Astrocitoma fibroso (C71._)
9420/6;Astrocitoma fibrilar, metástasis;
9421/1;Astrocitoma pilocítico;Astrocitoma juvenil (C71._) Astrocitoma piloide (C71._) Espongioblastoma, SAI (C71._) [obs] Nota: en América del Norte codificar como 9421/3.
9423/3;Espongioblastoma polar;Espongioblastoma polare (C71._) Espongioblastoma polar primitivo (C71._) [obs]
9423/6;Espongioblastoma polar, metástasis;
9424/3;Xantoastrocitoma pleomorfo;
9424/6;Xantoastrocitoma pleomorfo, metástasis;
9425/3;Astrocitoma pilomixoide;
9425/6;Astrocitoma pilomixoide, metástasis;
9430/3;Astroblastoma;
9430/6;Astroblastoma, metástasis;
9431/1;Glioma angiocéntrico;
9432/1;Pituicitoma;
9440/3;Glioblastoma;Espongioblastoma multiforme (C71._) Glioblastoma multiforme (C71._)
9440/6;Glioblastoma, metástasis;
9441/3;Glioblastoma de células gigantes;Sarcoma monstruocelular (C71._) [obs]
9441/6;Glioblastoma de células gigantes, metástasis;
9442/1;Gliofibroma;
9442/3;Gliosarcoma;Glioblastoma con componente sarcomatoso (C71._)
9442/6;Gliosarcoma, metástasis;
9444/1;Glioma cordoide;Glioma cordoide del tercer ventrículo (C71.5)
9450/3;Oligodendroglioma, SAI;
9450/6;Oligodendroglioma, SAI, metástasis;
9451/3;Oligodendroglioma anaplásico;
9451/6;Oligodendroglioma anaplásico, metástasis;
9460/3;Oligodendroblastoma;
9460/6;Oligodendroblastoma, metástasis;
9470/3;Meduloblastoma, SAI;Meduloblastoma melanótico (C71.6)
9470/6;Meduloblastoma, SAI, metástasis;
9471/3;Meduloblastoma nodular desmoplásico;Meduloblastoma desmoplásico (C71.6) Sarcoma cerebelar aracnoideo circunscrito (C71.6) [obs]
9471/6;Meduloblastoma nodular desmoplásico, metástasis;
9472/3;Medulomioblastoma;
9472/6;Medulomioblastoma, metástasis;
9473/3;Tumor neuroectodérmico primitivo, SAI;TNEP (PNET), SAI Tumor neuroectodérmico primitivo central, SAI (C71._) TNEPC (CPNET) (C71._) TNEPC (CPNET) supratentorial (C71._)
9473/6;Tumor neuroectodérmico primitivo, SAI, metástasis;
9474/3;Meduloblastoma de células grandes;
9474/6;Meduloblastoma de células grandes, metástasis;
9480/3;Sarcoma cerebeloso, SAI;
9480/6;Sarcoma cerebeloso, SAI, metástasis;
9490/0;Ganglioneuroma;
9490/3;Ganglioneuroblastoma;
9490/6;Ganglioneuroblastoma, metástasis;
9491/0;Ganglioneuromatosis;
9492/0;Gangliocitoma;
9493/0;Gangliocitoma displásico del cerebelo (Lhermitte-Duclos);
9500/3;Neuroblastoma, SAI;Neuroblastoma central (C71._) Simpaticoblastoma
9500/6;Neuroblastoma, SAI, metástasis;
9501/0;Meduloepitelioma benigno;Dictioma, benigno (C69._)
9501/3;Meduloepitelioma, SAI;Dictioma, maligno (C69._)
9501/6;Meduloepitelioma, SAI, metástasis;
9502/0;Meduloepitelioma teratoide, benigno;
9502/3;Meduloepitelioma teratoide;
9502/6;Meduloepitelioma teratoide, metástasis;
9503/3;Neuroepitelioma, SAI;
9503/6;Neuroepitelioma, SAI, metástasis;
9504/3;Espongioneuroblastoma;
9504/6;Espongioneuroblastoma, metástasis;
9505/1;Ganglioglioma, SAI;Glioneuroma [obs] Neuroastrocitoma [obs]
9505/3;Ganglioglioma, anaplásico;
9505/6;Ganglioglioma, anaplásico, metástasis;
9506/1;Neurocitoma central;Neurocitoma Liponeurocitoma cerebelar (C71.6) Meduloblastoma lipomatoso (C71.6) Medulocitoma (C71.6) Neurolipocitoma (C71.6)
9507/0;Tumor de los corpúsculos de Pacini;
9508/3;Tumor teratoide / rabdoide atípico;
9508/6;Tumor teratoide / rabdoide atípico, metástasis;
9509/1;Tumor glioneuronal papilar;
9510/0;Retinocitoma;
9510/3;Retinoblastoma, SAI;
9510/6;Retinoblastoma, SAI, metástasis;
9511/3;Retinoblastoma diferenciado;
9511/6;Retinoblastoma diferenciado, metástasis;
9512/3;Retinoblastoma indiferenciado;
9512/6;Retinoblastoma indiferenciado, metástasis;
9513/3;Retinoblastoma difuso;
9513/6;Retinoblastoma difuso, metástasis;
9514/1;Retinoblastoma, con regresión espontánea;
9520/3;Tumor neurogénico olfatorio;
9520/6;Tumor neurogénico olfatorio, metástasis;
9521/3;Neurocitoma olfatorio;Estesioneurocitoma (C30.0)
9521/6;Neurocitoma olfatorio, metástasis;
9522/3;Neuroblastoma olfatorio;Estesioneuroblastoma (C30.0)
9522/6;Neuroblastoma olfatorio, metástasis;
9523/3;Neuroepitelioma olfatorio;Estesioneuroepitelioma (C30.0)
9523/6;Neuroepitelioma olfatorio, metástasis;
9530/0;Meningioma, SAI;Meningioma metaplásico Meningioma microquístico Meningioma rico en linfoplasmocitos Meningioma secretorio
9530/1;Meningiomatosis, SAI;Meningiomas múltiples Meningiomatosis difusa
9530/3;Meningioma maligno;Meningioma, anaplásico Sarcoma leptomeningeal Sarcoma meningeal Sarcoma meningotelial
9530/6;Meningioma maligno, metástasis;
9531/0;Meningioma meningotelial;Meningioma endoteliomatoso Meningioma sincitial
9532/0;Meningioma fibroso;Meningioma fibroblástico
9533/0;Meningioma psamomatoso;
9534/0;Meningioma angiomatoso;
9535/0;Meningioma hemangioblástico;Meningioma angioblástico [obs]
9537/0;Meningioma transicional;Meningioma mixto
9538/1;Meningioma de células claras;Meningioma cordoide
9538/3;Meningioma papilar;Meningioma rabdoide
9538/6;Meningioma papilar, metástasis;
9539/1;Meningioma atípico;
9539/3;Sarcomatosis meníngea;
9539/6;Sarcomatosis meníngea, metástasis;
9540/0;Neurofibroma, SAI;
9540/1;Neurofibromatosis, SAI;Enfermedad de Recklinghausen (excepto del hueso) Enfermedad de Von Recklinghausen (excepto del hueso) Neurofibromatosis múltiple
9540/3;Tumor maligno de vaina nerviosa periférica;TMVNP (MPNST), SAI Neurofibrosarcoma [obs] Neurosarcoma [obs] Sarcoma neurogénico [obs] TMVNP (MPNST) con diferenciación glandular TMVNP (MPNST) con diferenciación mesenquimatosa TMVNP (MPNST) epitelioide TMVNP (MPNST) melanótico TMVNP (MPNST) melanótico psamomatoso
9540/6;Tumor maligno de vaina nerviosa periférica, metástasis;
9541/0;Neurofibroma melanótico;
9550/0;Neurofibroma plexiforme;Neuroma plexiforme
9560/0;Neurilemoma, SAI;Neurinoma Schwannoma, SAI Neuroma acústico (C72.4) Schwannoma antiguo Schwannoma celular Schwannoma degenerado Schwannoma pigmentado Schwannoma melanótico Schwannoma plexiforme Schwannoma psamomatoso
9560/1;Neurinomatosis;
9560/3;Neurilemoma maligno;Neurilemosarcoma [obs] Schwannoma maligno, SAI [obs]
9560/6;Neurilemoma maligno, metástasis;
9561/3;Tumor maligno de vaina del nervio periférico con diferenciación rabdomioblástica;TMVNP (MPNST) con diferenciación rabdomioblástica Schwannoma maligno con diferenciación rabdomioblástica Tumor tritón, maligno
9561/6;Tumor maligno de vaina del nervio periférico con diferenciación rabdomioblástica, metástasis;
9562/0;Neurotecoma;Mixoma de la vaina nerviosa
9570/0;Neuroma, SAI;
9571/0;Perineuroma, SAI;Perineurioma del tejido blando Perineurioma intraneural
9571/3;Perineuroma maligno;TMVNP (MPNST) perineural
9571/6;Perineuroma maligno, metástasis;
9580/0;Tumor de células granulares, SAI;Mioblastoma de células granulares, SAI
9580/3;Tumor maligno de células granulares;Mioblastoma de células granulares, maligno
9580/6;Tumor maligno de células granulares, metástasis;
9581/3;Sarcoma alveolar de partes blandas;
9581/6;Sarcoma alveolar de partes blandas, metástasis;
9582/0;Tumor de células granulares de la región selar;
9590/3;Linfoma maligno, SAI;Linfoma, SAI Microglioma (C71._) [obs]
9591/3;Linfoma maligno no Hodgkin, SAI;Linfoma no Hodgkin, SAI Linfoma de células B, SAI Linfoma maligno, células no hendidas, SAI Linfoma maligno, células pequeñas hendidas, difuso [obs] Linfoma maligno, células pequeñas, no hendidas, difuso [obs] Linfoma maligno, células indiferenciadas, no Burkitt [obs] Linfoma maligno, tipo células indiferenciadas, SAI [obs] Linfoma maligno, difuso, SAI Linfoma maligno, linfocítico, diferenciación intermedia, nodular [obs] Linfoma maligno, linfocítico, pobremente diferenciado, difuso [obs] Linfoma maligno, células hendidas, SAI [obs] Linfoma maligno, células pequeñas hendidas, SAI [obs] Linfosarcoma, SAI [obs] Linfosarcoma, difuso [obs] Sarcoma de células reticulares, SAI [obs] Reticulosarcoma, SAI [obs] Reticulosarcoma, difuso [obs] Sarcoma de células reticulares, difuso [obs]
9596/3;Linfoma compuesto, Hodgkin y no Hodgkin;
9597/3;Linfoma cutáneo primario centrofolicular;
9650/3;Linfoma de Hodgkin, SAI;Enfermedad de Hodgkin, SAI Linfoma maligno, Hodgkin
9651/3;Linfoma de Hodgkin, rico en linfocitos;Linfoma de Hodgkin clásico, rico en linfocitos Enfermedad de Hodgkin, predominio linfocítico, SAI [obs] Enfermedad de Hodgkin, predominio linfocítico, difusa [obs] Enfermedad de Hodgkin, predominio linfocítico-histiocítico [obs]
9652/3;Linfoma de Hodgkin, celularidad mixta, SAI;Linfoma de Hodgkin clásico, celularidad mixta, SAI
9653/3;Linfoma de Hodgkin con depleción linfocítica, SAI;Linfoma de Hodgkin clásico, depleción linfocítica, SAI
9654/3;Linfoma de Hodgkin con depleción linfocitíca, tipo fibrosis difusa;Linfoma de Hodgkin clásico, depleción linfocítica, fibrosis difusa
9655/3;Linfoma de Hodgkin con depleción linfocítica, tipo reticular;Linfoma de Hodgkin clásico, depleción linfocítica, reticular
9659/3;Linfoma de Hodgkin nodular con predominio linfocítico;Linfoma de Hodgkin, predominio linfocítico, nodular Paragranuloma de Hodgkin, nodular [obs] Paragranuloma de Hodgkin, SAI [obs]
9661/3;Granuloma de Hodgkin;
9662/3;Sarcoma de Hodgkin;
9663/3;Linfoma de Hodgkin tipo esclerosis nodular, SAI;Enfermedad de Hodgkin, esclerosis nodular, SAI Linfoma de Hodgkin clásico, esclerosis nodular, SAI
9664/3;Linfoma de Hodgkin, esclerosis nodular, fase celular;Linfoma de Hodgkin clásico, esclerosis nodular, fase celular
9665/3;Linfoma de Hodgkin, esclerosis nodular, grado 1;Enfermedad de Hodgkin, esclerosis nodular, celularidad mixta Enfermedad de Hodgkin, esclerosis nodular, predominio linfocítico Linfoma de Hodgkin clásico, esclerosis nodular, grado 1
9667/3;Linfoma de Hodgkin, esclerosis nodular, grado 2;Enfermedad de Hodgkin, esclerosis nodular, depleción linfocítica Enfermedad de Hodgkin, esclerosis nodular, variante sincitial Linfoma de Hodgkin clásico, esclerosis nodular, grado 2
9670/3;Linfoma maligno de linfocitos B pequeños, SAI;(ver también M-9823/3) Linfoma maligno, células pequeñas, SAI Linfoma maligno, células pequeñas, difuso Linfoma maligno, linfocítico, SAI Linfoma maligno, linfocítico, bien diferenciado, difuso Linfoma maligno, linfocítico, difuso, SAI Linfoma maligno, linfocítico, pequeño, SAI Linfoma maligno, linfocítico, pequeño, difuso
9671/3;Linfoma maligno linfoplasmocítico;(ver también M-9761/3) Linfoma maligno, linfoplasmocitoide Inmunocitoma [obs] Linfoma maligno, plasmacitoide [obs] Linfoma plasmacítico [obs]
9673/3;Linfoma de células del manto;Incluye todas las variantes: células blásticas, pleomórficas y pequeñas Linfoma maligno, centrocítico [obs] Linfoma maligno, linfocítico, diferenciación intermedia, difuso [obs] Linfoma de la zona del manto [obs] Poliposis linfomatosa maligna
9675/3;Linfoma maligno difuso mixto de células grandes y pequeñas ;(ver también M-9690/3) Linfoma maligno, centroblástico-centrocítico, SAI [obs] Linfoma maligno, centroblástico-centrocítico, difuso [obs] Linfoma maligno, linfocítico-histiocítico mixto, difuso [obs] Linfoma maligno, tipo de células mixtas, difuso [obs]
9678/3;Linfoma de efusión primaria;
9679/3;Linfoma mediastínico tipo B de células grandes;Linfoma tímico de células B grandes (C37.9)
9680/3;Linfoma maligno difuso tipo B de células grandes, SAI;Linfoma difuso de células B grandes, SAI Linfoma maligno, células B grandes, SAI Linfoma maligno, células B grandes, difuso, centroblástico, SAI Linfoma maligno, células grandes, SAI Linfoma maligno, células grandes, difuso, SAI [obs] Linfoma maligno, células grandes hendidas, SAI [obs] Linfoma maligno de células grandes, hendido, SAI [obs] Linfoma maligno, células grandes, hendido, difuso Linfoma maligno, células grandes, hendido y no hendido [obs] Linfoma maligno, células grandes, no hendido, SAI Linfoma maligno, células grandes, no hendido, difuso Linfoma maligno, histiocítico, SAI [obs] Linfoma maligno, histiocítico, difuso Linfoma maligno, no hendido, SAI Linfoma maligno, no hendido, difuso, SAI [obs] Linfoma anaplásico de células B grandes Linfoma de células B grandes, rico en células T Linfoma de células B grandes, rico en células T/rico en histiocitos Linfoma de células B grandes, rico en histiocitos Linfoma intravascular de células B grandes (C49.9) Angioendoteliomatosis Linfoma angiotrópico Linfoma intravascular de células B Linfoma maligno, centroblástico, SAI Linfoma maligno, centroblástico, difuso
9684/3;Linfoma maligno inmunoblástico difuso tipo B de células grandes, SAI;Linfoma maligno, células grandes, inmunoblástico Linfoma maligno, inmunoblástico, SAI Linfoma plasmablástico Sarcoma inmunoblástico [obs]
9687/3;Linfoma de Burkitt, SAI;(ver también M-9826/3) Incluye todas las variantes Linfoma maligno, indiferenciado, tipo Burkitt [obs] Linfoma maligno, no hendido pequeño, tipo Burkitt [obs] Tumor de Burkitt [obs] Linfoma similar a linfoma de Burkitt
9688/3;Linfoma tipo B de células grandes, rico en células T/histiocitos;
9689/3;Linfoma de células B de zona marginal esplénica;Linfoma esplénico con linfocitos vellosos (C42.2) Linfoma esplénico de la zona marginal, SAI (C42.2)
9690/3;Linfoma folicular, SAI;(ver también M-9675/3) Linfoma maligno, centroblástico-centrocítico, folicular [obs] Linfoma maligno, centro del folículo, SAI Linfoma maligno, centro del folículo, folicular, SAI Linfoma maligno, folicular, SAI Linfoma maligno, linfocítico, nodular SAI [obs] Linfoma maligno, nodular, SAI [obs]
9691/3;Linfoma folicular, grado 2;Linfoma maligno, folicular, células pequeñas hendidas y grandes mezcladas, folicular [obs] Linfoma maligno, linfocítico-histiocítico mixto, nodular [obs] Linfoma maligno, tipo células mixtas, folicular [obs] Linfoma maligno, tipo células mixtas, nodular [obs]
9695/3;Linfoma folicular grado 1;Linfoma folicular, células hendidas pequeñas Linfoma maligno, células hendidas pequeñas, folicular [obs] Linfoma maligno, linfocítico, pobremente diferenciado, nodular [obs]
9698/3;Linfoma folicular grado 3;Linfoma maligno, células grandes, folicular SAI Linfoma maligno, células grandes, no hendidas, folicular [obs] Linfoma maligno, células grandes hendidas, folicular [obs] Linfoma maligno, células no hendidas, folicular SAI [obs] Linfoma maligno, centroblástico, folicular Linfoma maligno, histiocítico, nodular [obs] Linfoma maligno, linfocítico, bien diferenciado, nodular [obs]
9699/3;Linfoma de células B de zona marginal, SAI;Linfoma de células B monocitoides Linfoma de la zona marginal nodal Linfoma de tejido linfoide asociado a bronquio Linfoma TLAB (MALT) Linfoma de tejido linfoide asociado a mucosa Linfoma TLAM (BALT) Linfoma de tejido linfoide asociado a piel Linfoma TLAP (SALT) Linfoma de la zona marginal, SAI
9700/3;Micosis fungoide;Reticulosis pagetoide
9701/3;Enfermedad de Sézary;Enfermedad de Sézary
9702/3;Linfoma de células T maduras, SAI;Linfoma de células T, SAI Linfoma de células T periféricas, SAI Linfoma de células T periféricas, células grandes Linfoma de células T periféricas, células medianas y grandes pleomórficas Linfoma de células T periféricas, células pequeñas pleomórficas Linfoma de la zona T Linfoma linfoepitelioide Linfoma de Lennert
9705/3;Linfoma de células T angioinmunoblástico ;Linfoma angioinmunoblástico [obs] Linfoma de células T periféricas, LADI (AILD) (Linfadenopatía angioinmuno blástica con disproteinemia) [obs]
9708/3;Linfoma T subcutáneo tipo paniculitis ;
9709/3;Linfoma cutáneo de células T, SAI;Linfoma cutáneo, SAI (C44._) [obs]
9712/3;Linfoma B intravascular de células grandes;
9714/3;Linfoma anaplásico de células grandes tipo células T y células Null;Linfoma de células grandes, (Ki-1+) [obs] Linfoma anaplásico de células grandes, SAI Linfoma anaplásico de células grandes, CD30+
9716/3;Linfoma de células T hepatoesplénico;
9717/3;Linfoma intestinal de células T;Linfoma de células T asociado a enteropatía Linfoma intestinal de células T tipo enteropatía
9718/3;Trastorno linfoproliferativo cutáneo primario de células T CD30+;Linfoma de células grandes, anaplásico, cutáneo primario (C44._) Linfoma de células T grandes CD30+, cutáneo primario (C44._) Papulosis linfomatoide (C44._)
9719/3;Linfoma de células NK/T, nasal y de tipo nasal;Linfoma angiocéntrico de células T [obs] Linfoma de células T/NK Reticulosis maligna, SAI [obs] Reticulosis maligna de la línea media [obs] Reticulosis polimórfica [obs]
9724/3;Enfermedad linfoproliferativa sistémica de células T de la infancia con VEB positivo;
9725/3;Linfoma de tipo hidroa vacciniforme;
9726/3;linfoma cutáneo primario de células T gamma-delta;
9727/3;Linfoma linfoblástico de células precursoras, SAI;(ver también M-9835/3) Linfoblastoma [obs] Linfoma maligno, células espirales [obs] Linfoma maligno, linfoblástico, SAI (ver también M-9835/3)
9728/3;Linfoma linfoblástico de células B precursoras;(ver también M-9836/3)
9729/3;Linfoma linfoblástico de células T precursoras;(ver también M-9837/3)
9731/3;Plasmocitoma, SAI;Mieloma solitario Plasmacitoma del hueso (C40._, C41._) Plasmacitoma solitario Tumor de células plasmáticas
9732/3;Mieloma múltiple;Mieloma, SAI (C42.1) Mieloma de células plasmáticas (C42.1) Mielomatosis (C42.1)
9733/3;Leucemia de células plasmáticas;Leucemia plasmacítica (C42.1)
9734/3;Plasmocitoma extramedular (no originado en el hueso);(no se presenta en hueso)
9735/3;Linfoma plasmoblástico;
9737/3;Linfoma tipo B de células grandes ALK positivo;
9738/3;Linfoma tipo B de células grandes que surge en enfermedad de Castleman multicéntrica asociada a HHV8;
9740/1;Mastocitoma, SAI;Tumor de mastocitos, SAI
9740/3;Sarcoma de mastocitos;Mastocitoma maligno Tumor maligno de mastocitos
9740/6;Sarcoma de mastocitos, metástasis;
9741/1;Mastocitosis sistémica indolente;
9741/3;Mastocitosis maligna;Enfermedad de los mastocitos del tejido sistémico
9742/3;Leucemia de mastocitos;
9750/3;Histiocitosis maligna;Reticulosis medular histiocítica [obs]
9750/6;Histiocitosis maligna, metástasis;
9751/3;Histiocitosis de células de Langerhans, SAI;
9751/6;Histiocitosis de células de Langerhans, SAI, metástasis;
9755/3;Sarcoma histiocítico;Linfoma histiocítico verdadero
9755/6;Sarcoma histiocítico, metástasis;
9756/3;Sarcoma de células de Langerhans;
9756/6;Sarcoma de células de Langerhans, metástasis;
9757/3;Sarcoma interdigitante de células dendríticas;Sarcoma de células interdigitantes, SAI Sarcoma de células dendríticas
9757/6;Sarcoma interdigitante de células dendríticas, metástasis;
9758/3;Sarcoma de células dendríticas foliculares;Tumor folicular de células dendríticas 
9758/6;Sarcoma de células dendríticas foliculares, metástasis;
9759/3;Tumor de células reticulares fibroblástico;
9759/6;Tumor de células reticulares fibroblástico, metástasis;
9760/3;Enfermedad inmunoproliferativa, SAI;
9761/3;Macroglobulinemia de Waldenström;(ver también M-9671/3)
9762/3;Enfermedad de cadenas pesadas, SAI;Enfermedad de la cadena pesada alfa Enfermedad de la cadena pesada gama Enfermedad de Franklin Enfermedad de la cadena pesada Mu
9764/3;Enfermedad inmunoproliferativa del intestino delgado;Linfoma mediterráneo
9765/1;Gammapatía monoclonal de significado incierto;GMSI (MGUS) Gamapatía monoclonal, SAI
9766/1;Lesión inmunoproliferativa angiocéntrica;Granulomatosis linfoide
9767/1;Linfadenopatía angioinmunoblástica (LAIB);Linfadenopatía inmunablastica (LIB) (IBL) [obs]
9768/1;Enfermedad linfoproliferativa T-gamma;
9769/1;Enfermedad por depósito de inmunoglobulinas;Amiloidosis primaria Enfermedad sistémica de la cadena liviana
9800/3;Leucemia, SAI;Leucemia aleucémica, SAI [obs] Leucemia crónica, SAI [obs] Leucemia subaguda, SAI [obs]
9801/3;Leucemia aguda, SAI;Leucemia de células blásticas Leucemia de células del tallo Leucemia indiferenciada
9805/3;Leucemia aguda bifenotípica;Leucemia aguda bilineal Leucemia aguda de linaje mixto
9806/3;"Leucemia aguda de fenotipo mixto con t(9; 22) (q34; q11.2); BCR-ABL1";
9807/3;"Leucemia aguda de fenotipo mixto con t(v; 11q23); MLL reordenado";
9808/3;Leucemia aguda de fenotipo mixto con células B/mieloides, SAI;
9809/3;Leucemia aguda de fenotipo mixto con células T/mieloides, SAI;
9811/3;Leucemia/linfoma linfoblástica tipo B, SAI;
9812/3;"Leucemia/linfoma linfoblástica tipo B con t(9; 22) (q34; q11.2); BCR-ABL1";
9813/3;"Leucemia/linfoma linfoblástica tipo B con t(v; 11q23); MLL reordenado";
9814/3;"Leucemia/linfoma linfoblástico tipo B con t(12; 21) (p13; q22); TEL-AML1(ETV6-RUNX1)";
9815/3;Leucemia/linfoma linfoblástica tipo B con hiperdiploidia;
9816/3;Leucemia/linfoma linfoblástica tipo B con hipodiploidia (LLA hipodiploide);
9817/3;"Leucemia/linfoma linfoblástica tipo B con t(5; 14) (q31; q32); IL3-IGH";
9818/3;"Leucemia/linfoma linfoblástica tipo B con t(1; 19) (q23; p13.3); E2A-PBX1 (TCF3-PBX1)";
9820/3;Leucemia linfoide, SAI;Leucemia de células linfosarcomatosas [obs] Leucemia linfática, SAI [obs] Leucemia linfocítica, SAI [obs] Leucemia linfoide subaguda [obs] Leucemia linfática subaguda [obs] Leucemia linfocítica subaguda [obs] Leucemia linfoide aleucémica [obs] Leucemia linfática aleucémica [obs] Leucemia linfocítica aleucémica [obs]
9823/3;Leucemia linfocítica crónica de células B / linfoma linfocítico de células pequeñas;(ver también M- 9670/3) Leucemia linfática crónica Leucemia linfocítica crónica Leucemia linfocítica crónica, tipo de células B (incluye todas las variantes de LLCB) Leucemia linfoide crónica
9826/3;Leucemia de células de Burkitt;(ver también M-9687/3) Células tipo B Leucemia aguda, tipo Burkitt [obs] LLA-B (B-ALL) [obs] FAB L3 [obs] Leucemia de células de Burkitt Leucemia linfoblástica aguda, tipo de células B maduras
9827/3;Leucemia/linfoma de células T adultas (HTLV-1 positivo);Incluye todas las variantes Leucemia de células T del adulto Linfoma de células T del adulto Linfoma/leucemia de células T del adulto
9831/3;Leucemia linfocítica de células T grandes granulares;Leucemia linfocítica granular de células NK grandes Linfocitosis granular de células T grandes Linfocitosis granular grande, SAI
9832/3;Leucemia prolinfocítica, SAI;
9833/3;Leucemia prolinfocítica tipo células B;
9834/3;Leucemia prolinfocítica tipo células T;
9835/3;Leucemia linfoblástica de células precursoras, SAI;(ver también 9727/3) Leucemia linfática aguda Leucemia linfoblástica, SAI FAB L1 [obs] Leucemia linfoblástica aguda, SAI (ver también M-9727/3) Leucemia linfoblástica aguda, tipo células precursoras Leucemia linfoblástica aguda, tipo L2, SAI FAB L2 Leucemia linfoblástica de células precursoras, no fenotípicas Leucemia linfocítica aguda Leucemia linfoide aguda Lucemia-linfoma linfoblástica aguda, SAI
9836/3;Leucemia linfoblástica de células B precursoras;(ver también M-9728/3) LLA B Precursor común (ALL) LLA-c (ALL) LLA Común (ALL) LLA Pre-B (ALL) LLA Pre-pre-B (ALL) LLA Pro-B (ALL)
9837/3;Leucemia linfoblástica de células T precursoras;(ver también M-9729/3) LLA Pre-T (ALL) LLA Pro-T (ALL) LLA T corticales (ALL) LLA T maduras (ALL)
9840/3;Leucemia mieloide aguda tipo M6;Eritremia aguda [obs] Enfermedad de Di Guglielmo [obs] Mielosis eritrémica aguda [obs] Leucemia eritroide aguda M6A M6B Eritroleucemia FAB M6 LMA (AML) M6 Mielosis eritrémica, SAI
9860/3;Leucemia mieloide, SAI;Leucemia granulocítica, SAI Leucemia mielocítica, SAI Leucemia mielogenosa, SAI Leucemia mielomonocítica, SAI Leucemia no linfocítica, SAI Leucemia eosinofílica Leucemia mieloide aleucémica [obs] Leucemia granulocítica aleucémica [obs] Leucemia mielogenosa aleucémica [obs] Leucemia mieloide subaguda [obs] Leucemia granulocítica subaguda [obs] Leucemia mielogenosa subaguda [obs] Leucemia monocítica, SAI Leucemia monocítica aleucémica [obs] Leucemia monocítica crónica [obs] Leucemia monocítica subaguda [obs]
9861/3;Leucemia mieloide aguda, SAI;(FAB/OMS tipo no especificado)  (ver también M-9930/3) Leucemia granulocítica aguda Leucemia mielocítica aguda Leucemia mielogenosa aguda Leucemia no linfocítica aguda
9863/3;Leucemia mieloide crónica, SAI;Leucemia granulocítica crónica, SAI Leucemia mielocítica crónica, SAI Leucemia mielogenosa crónica, SAI
9865/3;"Leucemia mieloide aguda con t(6; 9) (p23; q34); DEK-NUP214";
9866/3;"Leucemia promielocítica aguda t(15;17)(q22;q11-12)";"FAB M3 (incluye todas las variantes) Leucemia mieloide aguda, PML/RAR alfa Leucemia mieloide aguda, t(15;17)(q22;q11-12) Leucemia promielocítica aguda, PML/RAR-alfa Leucemia promielocítica aguda, SAI"
9867/3;Leucemia mielomonocítica aguda;FAB M4
9869/3;"Leucemia mieloide aguda con inv(3) (q21;q26.2) o con t(13.3) (q21;q26.2); RPN1-EVI1";
9870/3;Leucemia basófila aguda;
9871/3;Leucemia mieloide aguda con eosinófilos anormales en médula ósea;"Incluye todas las variantes Leucemia mieloide aguda CBF-beta/MYH11 Leucemia mieloide aguda, inv(16)(p13;q22) Leucemia mieloide aguda, t(16;16)(p13;q11) Leucemia mielomonocítica aguda con eosinofilia anormal FAB M4Eo"
9872/3;Leucemia mieloide aguda con diferenciación mínima;Leucemia mieloblástica aguda FAB M0
9873/3;Leucemia mieloide aguda sin maduración;FAB M1
9874/3;Leucemia mieloide aguda con maduración;FAB M2, SAI
9875/3;Leucemia mielógena crónica con BCR/ABL positivo;"Leucemia granulocítica crónica, BCR/ABL Leucemia granulocítica crónica, cromosoma Filadelfia (Ph1) positivo Leucemia granulocítica crónica, t(9;22)(q34;q11) Leucemia mielogenosa crónica, cromosoma Filadelfia (Ph1) positivo Leucemia mielogenosa crónica, t(9;22)(q34;q11)"
9876/3;Leucemia mieloide crónica atípica con BCR/ABL negativo;Leucemia mieloide crónica atípica, cromosoma Filadelfia (Ph1) negativo
9891/3;Leucemia monocítica aguda;Leucemia monoblástica, aguda Leucemia monoblástica, SAI FAB M5 (incluye todas las variantes)
9895/3;Leucemia mieloide aguda con cambios relacionados con mielodisplasia;Leucemia mieloide aguda con síndrome mielodisplásico previo Leucemia mieloide sin síndrome mielodisplásico previo
9896/3;"Leucemia mieloide aguda con t(8;21)(q22;q22)";Leucemia aguda mieloide, LMA1 (AML1) (CBF-alfa)/ETO FAB M2, t(8:21)(q22:q22) FAB M2, LMA1 (AML1) (CBF-alfa)/ETO
9897/3;Leucemia mieloide aguda, anomalías 11q23;Leucemia mieloide aguda, LLM (MLL)
9898/1;Mielopoyesis anormal transitoria;
9898/3;Leucemia mieloide asociada al síndrome de Down;
9910/3;Leucemia megacarioblástica aguda;Leucemia megacariocítica FAB M7
9911/3;"Leucemia mieloide aguda (megacarioblástica) con t(1;22)(p13;q13); RBM15-MKL1";
9920/3;Neoplasia mieloide relacionada con tratamiento;Leucemia mieloide aguda relacionada con terapia, relacionada con agente alquilante Leucemia mieloide aguda relacionada con terapia, relacionada con epipodofilotoxina
9930/3;Sarcoma mieloide;(ver también M-9861/3) Cloroma Sarcoma granulocítico
